OWNER_GROUP,OWNER_AGENT,DETAILS,LOCAL_SEVERITY,BANK_SEVERITY,BRIEF_PROBLEM_SUMMARY,ID ,APPLICATION,DATE/TIME,DESCRIPTION ,,RESOLUTION NOTES,RESPONSIBLE_GROUP,SUBMITTER_GROUP,STATUS,DATE_TIME_OCCURED,CLOSEDATE,PROBLEM_ID,PLATFORM,CATEGORY,BUSINESS_IMPACT,RESOLUTION,DISTRIBUTED_ID
MODE-PlatformSupport,U393825,1456034597NETCOOLcltaiprodetl 02/21/2016 00:02:18 CST/CDT [PC3]MODE.DMF.MIDE_REF_TO_MODE_MSTR_CFG_DATA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 02/21/2016 00:02:18 CST/CDT [PC3]MODE.DMF.MIDE_REF_TO_MODE_MSTR_CFG_DATA--JOBFAILURE alarm has been generated1456046025U393825 Status changed to In Progress  Problem was assigned to U393825 as a severity 5 problem.1456054213U393825Failed while connecting to EIWP when it had maintenance. Completed after EIWP is up   Status changed to Closed  RESOLUTION: CAUSE GROUP : EIW DB   RESOLUTION : COMPLETED ON FORCE START,5,50,cltaiprodetl 02/21/2016 00:02:18 CST/CDT [PC3]MODE.DMF.MIDE_REF_TO_MODE_MSTR_CFG_DATA--JOBFAILURE alarm has been generated,1456034597,ETCOOL, 02/21/2016 00:02:18 CST/CDT [PC3]MODE.DMF.MIDE_REF_TO_MODE_MSTR_CFG_DATA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCR,DESCRIPTION: cltaiprodetl 02/21/2016 00:02:18 CST/CDT [PC3]MODE.DMF.MIDE_REF_TO_MODE_MSTR_CFG_DATA--JOBFAILURE alarm has been generated1456046025U393825 Status changed to In Progress  P,,RESOLUTION: CAUSE GROUP : EIW DB   RESOLUTION : COMPLETED ON FORCE START,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,2/21/16 1:03,2/21/16 6:30,23807114,Application Client Server,Autosys,,CAUSE GROUP : EIW DB   RESOLUTION : COMPLETED ON FORCE START,MODE:
MODE-PlatformSupport,U393825,1456025821NETCOOLcltaiprodetl 02/20/2016 21:36:08 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 02/20/2016 21:36:08 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1456045935U393825 Status changed to In Progress1456045941U393825Problem was assigned to U393825 as a severity 5 problem.1456054089U393825Job completed on force start after EIWP is up   Status changed to Closed  RESOLUTION: CAUSE GROUP : EIW DB RESOLUTION : COMPLETED ON FORCE START,5,50,cltaiprodetl 02/20/2016 21:36:08 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated,1456025821,ETCOOL, 02/20/2016 21:36:08 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DE,DESCRIPTION: cltaiprodetl 02/20/2016 21:36:08 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1456045935U393825 Status changed to In Progress,,RESOLUTION: CAUSE GROUP : EIW DB RESOLUTION : COMPLETED ON FORCE START,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,2/20/16 22:37,2/21/16 6:28,23806825,Application Client Server,Autosys,,CAUSE GROUP : EIW DB RESOLUTION : COMPLETED ON FORCE START,MODE:
MODE-PlatformSupport,u483796,1455522707NETCOOLcltaiprodetl 02/15/2016 01:50:21 CST/CDT [PC3]MODE.OMF.IMAGING_STG_ICMP_FILE_TO_MIDE_STG_HISTORY--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 02/15/2016 01:50:21 CST/CDT [PC3]MODE.OMF.IMAGING_STG_ICMP_FILE_TO_MIDE_STG_HISTORY--JOBFAILURE alarm has been generated1455526516U393825Job has failed with teradata space issue  Output_Table_TABLE_CONTAINER_TABLE_NAME___table_.tload.001 on cltaiprodetl ========= PutBuffer failed. No more room in database P_EIW_W_T_WORK_05. Type: 1 (0=TPT err  1=DBS err  2=CLI err)  Status changed to In Progress  Problem was assigned to u483796 as a severity 4 problem.1455532811u483796Error :PutBuffer failed.No more room in database P_EIW_W_T_WORK_05.  RESOLUTION: CAUSE GROUP :  RESOLUTION:1455691157U393825Job completed after required space has been allocated by teradata team   Status changed to Closed  RESOLUTION: CAUSE GROUP : EIW DB TEAM RESOLUTION: ALLOCATED REQUIRED AMOUNT OF SPACE,4,50,cltaiprodetl 02/15/2016 01:50:21 CST/CDT [PC3]MODE.OMF.IMAGING_STG_ICMP_FILE_TO_MIDE_STG_HISTORY--JOBFAILURE alarm has been generated,1455522707,ETCOOL, 02/15/2016 01:50:21 CST/CDT [PC3]MODE.OMF.IMAGING_STG_ICMP_FILE_TO_MIDE_STG_HISTORY--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 prob,DESCRIPTION: cltaiprodetl 02/15/2016 01:50:21 CST/CDT [PC3]MODE.OMF.IMAGING_STG_ICMP_FILE_TO_MIDE_STG_HISTORY--JOBFAILURE alarm has been generated1455526516U393825Job has failed with te,,RESOLUTION: CAUSE GROUP :  RESOLUTION:1455691157U393825Job completed after required space has been allocated by teradata team   Status changed to Closed  RESOLUTION: CAUSE GROUP : EIW D,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,2/15/16 2:51,2/17/16 1:39,23773396,Application Client Server,Autosys,,CAUSE GROUP : EIW DB TEAM RESOLUTION: ALLOCATED REQUIRED AMOUNT OF SPACE,MODE:
MODE-PlatformSupport,U393825,1445684508NETCOOLcltaiprodetl 10/24/2015 06:00:49 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 10/24/2015 06:00:49 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated1445685492U393825Files not received from mide  Pending Comments: Mide has to transfer files   Status changed to Pending  Problem was assigned to U393825 as a severity 4 problem.1445688002AR_ESCALATORSent follow-up date notification to assignee1445701546U347739files arrived  fsjd the job to Su   Status changed to Closed  RESOLUTION: CAUSE GROUP : EIW-TERADATA. RESOLUTION : FILES ARRIVED  FSJD THE JOB TO SU.,4,50,cltaiprodetl 10/24/2015 06:00:49 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated,1445684508,ETCOOL, 10/24/2015 06:00:49 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: clta,DESCRIPTION: cltaiprodetl 10/24/2015 06:00:49 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated1445685492U393825Files not received from mide  Pending Comment,Pending Comments: Mide has to transfer files   Status changed to Pending  Problem was assigned to U393825 as a severity 4 problem.1445688002AR_,RESOLUTION: CAUSE GROUP : EIW-TERADATA. RESOLUTION : FILES ARRIVED  FSJD THE JOB TO SU.,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,10/24/15 7:01,10/24/15 11:45,23211218,Application Client Server,Autosys,,CAUSE GROUP : EIW-TERADATA. RESOLUTION : FILES ARRIVED  FSJD THE JOB TO SU.,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1443116721NETCOOLcltaiprodetl 09/24/2015 12:44:39 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 09/24/2015 12:44:39 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1443123793U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,4,50,cltaiprodetl 09/24/2015 12:44:39 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated,1443116721,ETCOOL, 09/24/2015 12:44:39 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DE,DESCRIPTION: cltaiprodetl 09/24/2015 12:44:39 CST/CDT [PC3]MODE.HTR.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1443123793U347739 Status changed to Closed  RES,,RESOLUTION: CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/24/15 13:45,9/24/15 15:43,23047746,Application Client Server,Autosys,,CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1443116721NETCOOLNO MACHINE 09/24/2015 12:44:40 CST/CDT [PC3]MODE.HMB.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: NO MACHINE 09/24/2015 12:44:40 CST/CDT [PC3]MODE.HMB.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1443123836U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,4,50,NO MACHINE 09/24/2015 12:44:40 CST/CDT [PC3]MODE.HMB.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated,1443116721,ETCOOL,,DESCRIPTION: NO MACHINE 09/24/2015 12:44:40 CST/CDT [PC3]MODE.HMB.CORE_SVCLOGS_TO_MIDE_LOAD_PROCESS--JOBFAILURE alarm has been generated1443123836U347739 Status changed to Closed  RESOL,,RESOLUTION: CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/24/15 13:45,9/24/15 15:43,23047747,Application Client Server,Autosys,,CAUSE GROUP : FAILING DUE TO INADVERTENT LANE INFORMATION IN MIDE DB NAME RESOLUTION : DEV WILL FIX THIS IN M10,MODE:
MODE-PlatformSupport,U347739,"1443028323U347739DESCRIPTION: New Submission1443028389U347739We created the beloww GV using the below statements -     sendevent -E SET_GLOBAL -G MODE_PAGV_AICOETLK=""UP""  sendevent -E SET_GLOBAL -G MODE_PAGV_MFGATEWAY=""UP""  DESCRIPTION: GV CREATION  Problem was assigned to ntfyDPHD as a severity 4 problem.1443028429U347739.   Status changed to In Progress  Problem was assigned to U347739 as a severity 4 problem.1443028518U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP : GV MISSING IN JILL FOR WFRETS - MSP JOBS RESOLUTION : PROD SUPPORT ADDED THESE THROUGH A WR ",4,5,GV CREATION,1443028323,347739,,"DESCRIPTION: New Submission1443028389U347739We created the beloww GV using the below statements -     sendevent -E SET_GLOBAL -G MODE_PAGV_AICOETLK=""UP""  sendevent -E SET_GLOBAL -G MODE",,RESOLUTION: CAUSE GROUP : GV MISSING IN JILL FOR WFRETS - MSP JOBS RESOLUTION : PROD SUPPORT ADDED THESE THROUGH A WR ,MODE-PlatformSupport,MODE-PlatformSupport,Closed,9/23/15 13:12,9/23/15 13:15,23042016,Application Client Server,MODE,,CAUSE GROUP : GV MISSING IN JILL FOR WFRETS - MSP JOBS RESOLUTION : PROD SUPPORT ADDED THESE THROUGH A WR ,
MODE-PlatformSupport,U347739,1447790574NETCOOLcltaiprodetl 11/17/2015 14:01:54 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/17/2015 14:01:54 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1447792463U347739Pending Comments: checking.   Status changed to Pending1447792473U347739Problem was assigned to U347739 as a severity 4 problem.1447794302U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP : ICMP  RESOLUTION : KILLED THE LONG RUNNING JOB; NO AS-SUCH RESOLUTION YET. JOB HAS BEEN PUT ONICE FOR TIME BEING.,4,50,cltaiprodetl 11/17/2015 14:01:54 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1447790574,ETCOOL, 11/17/2015 14:01:54 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 11/17/2015 14:01:54 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1447792463U347739Pending Comments: check,Pending Comments: checking.   Status changed to Pending1447792473U347739Problem was assigned to U347739 as a severity 4 problem.1447794302U3,RESOLUTION: CAUSE GROUP : ICMP  RESOLUTION : KILLED THE LONG RUNNING JOB; NO AS-SUCH RESOLUTION YET. JOB HAS BEEN PUT ONICE FOR TIME BEING.,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/17/15 15:02,11/17/15 16:05,23343438,Application Client Server,Autosys,,CAUSE GROUP : ICMP  RESOLUTION : KILLED THE LONG RUNNING JOB; NO AS-SUCH RESOLUTION YET. JOB HAS BEEN PUT ONICE FOR TIME BEING.,MODE:
MODE-PlatformSupport,U347739,1447768075BI_WEBProblem was assigned to ntfymodeplatformsupp as a severity 5 problem.  DESCRIPTION: I am not seeing current records in MODE.   SELECT   Max(COM_DOC_NOTIFS.DOCVERSION.SRC_CMMT_DTTM) FROM   COM_DOC_NOTIFS.DOCVERSION1447782983U347739Pending Comments: checking..   Status changed to Pending1447794901u414337Problem was assigned to U347739 as a severity 5 problem.1447909230AR_ESCALATORSent follow-up date notification to assignee1447958044U347739Pending Comments: teams are workng thru this...1448254811AR_ESCALATORSent follow-up date notification to assignee1448316423U347739ICMP DB developer(Rustin) sent a lot of updates which hanged the Q. Data records flow was filtered away for this user & followed by ICMP refresh to re-sync back.   Status changed to Closed  RESOLUTION: CAUSE GROUP : ICMP DB DEVELOPER RESOLUTION : ICMP DB DEVELOPER(RUSTIN) SENT A LOT OF UPDATES WHICH HANGED THE Q. DATA RECORDS FLOW WAS FILTERED AWAY FOR THIS USER & FOLLOWED BY ICMP REFRESH TO RE-SYNC BACK.,5,5,I am not seeing current records in MODE.   SELECT   Max(COM_DOC_NOTIFS.DOCVERSION.SRC_CMMT_DTTM) FROM   COM_DOC_NOTIFS.DOCVERSION,1447768075,I_WEBP,,DESCRIPTION: I am not seeing current records in MODE.   SELECT   Max(COM_DOC_NOTIFS.DOCVERSION.SRC_CMMT_DTTM) FROM   COM_DOC_NOTIFS.DOCVERSION1447782983U347739Pending Comments: checking,Pending Comments: checking..   Status changed to Pending1447794901u414337Problem was assigned to U347739 as a severity 5 problem.1447909230A,RESOLUTION: CAUSE GROUP : ICMP DB DEVELOPER RESOLUTION : ICMP DB DEVELOPER(RUSTIN) SENT A LOT OF UPDATES WHICH HANGED THE Q. DATA RECORDS FLOW WAS FILTERED AWAY FOR THIS USER & FOLLOWED BY,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/17/15 8:47,11/23/15 17:07,23340371,Application Client Server,Data Program,,CAUSE GROUP : ICMP DB DEVELOPER RESOLUTION : ICMP DB DEVELOPER(RUSTIN) SENT A LOT OF UPDATES WHICH HANGED THE Q. DATA RECORDS FLOW WAS FILTERED AWAY FOR THIS USER & FOLLOWED BY ICMP REFRESH TO RE-SYNC BACK.,
MODE-PlatformSupport,U347739,1442934242NETCOOLcltaiprodetl 09/22/2015 10:03:06 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C591_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 09/22/2015 10:03:06 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C591_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935705U347739 Status changed to In Progress  Problem was assigned to U347739 as a severity 4 problem.1442941978U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION1442942032U347739Job was restarted after fixing the password & it went to SU with correct/expected data Loads.,4,50,cltaiprodetl 09/22/2015 10:03:06 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C591_LOAD_PROCESS--JOBFAILURE alarm has been generated,1442934242,ETCOOL, 09/22/2015 10:03:06 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C591_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  ,DESCRIPTION: cltaiprodetl 09/22/2015 10:03:06 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C591_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935705U347739 Status changed to In Progre,,RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TES,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/22/15 11:04,9/22/15 13:12,23034827,Application Client Server,Autosys,,CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,MODE:
MODE-PlatformSupport,U347739,1442934242NETCOOLcltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C936_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C936_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935722U347739 Status changed to In Progress  Problem was assigned to U347739 as a severity 4 problem.1442942181U347739Job was restarted after fixing the password & it went to SU with correct/expected data Loads.   Status changed to Closed  RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,4,50,cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C936_LOAD_PROCESS--JOBFAILURE alarm has been generated,1442934242,ETCOOL, 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C936_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  ,DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C936_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935722U347739 Status changed to In Progre,,RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TES,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/22/15 11:04,9/22/15 13:16,23034828,Application Client Server,Autosys,,CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,MODE:
MODE-PlatformSupport,U347739,1442934243NETCOOLcltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C106_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C106_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935749U347739 Status changed to In Progress  Problem was assigned to U347739 as a severity 4 problem.1442942242U347739Job was restarted after fixing the password & it went to SU with correct/expected data Loads.   Status changed to Closed  RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,4,50,cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C106_LOAD_PROCESS--JOBFAILURE alarm has been generated,1442934243,ETCOOL, 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C106_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  ,DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C106_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935749U347739 Status changed to In Progre,,RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TES,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/22/15 11:04,9/22/15 13:17,23034829,Application Client Server,Autosys,,CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,MODE:
MODE-PlatformSupport,U347739,1442934244NETCOOLcltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C512_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C512_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935794U347739 Status changed to In Progress  Problem was assigned to U347739 as a severity 4 problem.1442942371U347739 Job was restarted after fixing the password & it went to SU with correct/expected data Loads.   Status changed to Closed  RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,4,50,cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C512_LOAD_PROCESS--JOBFAILURE alarm has been generated,1442934244,ETCOOL, 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C512_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  ,DESCRIPTION: cltaiprodetl 09/22/2015 10:03:07 CST/CDT [PC3]MODE.DTR.WFRETS_MSP_TO_TEP_C512_LOAD_PROCESS--JOBFAILURE alarm has been generated1442935794U347739 Status changed to In Progre,,RESOLUTION: CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TES,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,9/22/15 11:04,9/22/15 13:19,23034833,Application Client Server,Autosys,,CAUSE GROUP : INCORRECT ENCRPTED PASSWORD USED FOR CONNECTING TO THE MAINFRAME GATEWAY RESOLUTION : ENGR(SHAN) HELPED FIX THIS BY WORKLING ALONGSIDE THE MAINFRAME TEAM WITH TESTING FOR THE SUCCESS CONNECTION,MODE:
